0 0 -10 -27 40 149 165 199
0 0 15 -27 40 65 105 164
0 0 -10 30 -3 255 255 255
0 0 15 30 -3 255 255 255
0 0 -10 30 40 255 255 255
0 0 15 30 40 255 255 255
308 308 9.9444444444444446 -1.0384615384615385 -3.0 44 84 66
309 309 9.8888888888888893 -1.0384615384615385 -3.0 41 81 63
310 310 9.8333333333333339 -1.0384615384615385 -3.0 35 77 59
311 311 9.7777777777777786 -1.0384615384615385 -3.0 38 80 62
312 312 9.7222222222222214 -1.0384615384615385 -3.0 39 78 62
313 313 9.6666666666666661 -1.0384615384615385 -3.0 41 80 64
314 314 9.6111111111111107 -1.0384615384615385 -3.0 40 79 63
315 315 9.5555555555555554 -1.0384615384615385 -3.0 39 78 62
316 316 9.5 -1.0384615384615385 -3.0 43 80 64
317 317 9.4444444444444446 -1.0384615384615385 -3.0 47 84 68
318 318 9.3888888888888893 -1.0384615384615385 -3.0 45 81 67
319 319 9.3333333333333339 -1.0384615384615385 -3.0 39 76 60
320 320 9.2777777777777786 -1.0384615384615385 -3.0 40 77 61
321 321 9.2222222222222214 -1.0384615384615385 -3.0 42 79 63
322 322 9.1666666666666661 -1.0384615384615385 -3.0 41 78 62
323 323 9.1111111111111107 -1.0384615384615385 -3.0 39 78 63
324 324 9.0555555555555554 -1.0384615384615385 -3.0 42 78 64
325 325 9.0 -1.0384615384615385 -3.0 38 77 62
326 326 8.9444444444444446 -1.0384615384615385 -3.0 39 75 61
327 327 8.8888888888888893 -1.0384615384615385 -3.0 40 79 64
328 328 8.8333333333333339 -1.0384615384615385 -3.0 39 75 63
329 329 8.7777777777777786 -1.0384615384615385 -3.0 40 78 66
330 330 8.7222222222222214 -1.0384615384615385 -3.0 42 80 68
331 331 8.6666666666666661 -1.0384615384615385 -3.0 40 78 66
332 332 8.6111111111111107 -1.0384615384615385 -3.0 40 79 64
333 333 8.5555555555555554 -1.0384615384615385 -3.0 43 82 67
334 334 8.5 -1.0384615384615385 -3.0 44 83 68
335 335 8.4444444444444446 -1.0384615384615385 -3.0 42 81 66
336 336 8.3888888888888893 -1.0384615384615385 -3.0 44 80 68
337 337 8.3333333333333339 -1.0384615384615385 -3.0 43 79 67
338 338 8.2777777777777786 -1.0384615384615385 -3.0 42 78 66
339 339 8.2222222222222214 -1.0384615384615385 -3.0 48 84 72
340 340 8.1666666666666661 -1.0384615384615385 -3.0 45 81 69
341 341 8.1111111111111107 -1.0384615384615385 -3.0 48 84 72
342 342 8.0555555555555554 -1.0384615384615385 -3.0 45 81 69
343 343 8.0 -1.0384615384615385 -3.0 44 80 68
344 344 7.9444444444444446 -1.0384615384615385 -3.0 46 82 70
345 345 7.8888888888888893 -1.0384615384615385 -3.0 45 81 69
346 346 7.833333333333333 -1.0384615384615385 -3.0 43 79 67
347 347 7.7777777777777777 -1.0384615384615385 -3.0 46 82 70
348 348 7.7222222222222223 -1.0384615384615385 -3.0 46 82 70
349 349 7.6666666666666661 -1.0384615384615385 -3.0 43 79 67
350 350 7.6111111111111107 -1.0384615384615385 -3.0 45 81 69
351 351 7.5555555555555554 -1.0384615384615385 -3.0 45 81 69
352 352 7.5 -1.0384615384615385 -3.0 48 84 70
353 353 7.4444444444444446 -1.0384615384615385 -3.0 39 75 61
354 354 7.3888888888888893 -1.0384615384615385 -3.0 44 80 66
355 355 7.3333333333333339 -1.0384615384615385 -3.0 48 84 70
356 356 7.2777777777777786 -1.0384615384615385 -3.0 48 84 70
357 357 7.2222222222222223 -1.0384615384615385 -3.0 46 82 68
358 358 7.166666666666667 -1.0384615384615385 -3.0 40 76 62
359 359 7.1111111111111116 -1.0384615384615385 -3.0 42 78 64
360 360 7.0555555555555554 -1.0384615384615385 -3.0 43 79 65
361 361 7.0 -1.0384615384615385 -3.0 44 80 66
362 362 6.9444444444444446 -1.0384615384615385 -3.0 42 79 63
363 363 6.8888888888888893 -1.0384615384615385 -3.0 45 82 66
364 364 6.8333333333333339 -1.0384615384615385 -3.0 43 80 64
365 365 6.7777777777777777 -1.0384615384615385 -3.0 46 83 67
366 366 6.7222222222222223 -1.0384615384615385 -3.0 42 79 63
367 367 6.666666666666667 -1.0384615384615385 -3.0 41 77 63
368 368 6.6111111111111107 -1.0384615384615385 -3.0 45 81 69
369 369 6.5555555555555554 -1.0384615384615385 -3.0 44 80 68
370 370 6.5 -1.0384615384615385 -3.0 41 77 65
371 371 6.4444444444444446 -1.0384615384615385 -3.0 48 84 72
372 372 6.3888888888888893 -1.0384615384615385 -3.0 41 77 65
373 373 6.3333333333333339 -1.0384615384615385 -3.0 44 80 68
374 374 6.2777777777777777 -1.0384615384615385 -3.0 48 84 70
375 375 6.2222222222222223 -1.0384615384615385 -3.0 46 82 68
376 376 6.1666666666666661 -1.0384615384615385 -3.0 39 78 63
377 377 6.1111111111111107 -1.0384615384615385 -3.0 42 81 66
378 378 6.0555555555555554 -1.0384615384615385 -3.0 44 83 68
379 379 6.0 -1.0384615384615385 -3.0 43 82 67
380 380 5.9444444444444446 -1.0384615384615385 -3.0 42 81 66
381 381 5.8888888888888893 -1.0384615384615385 -3.0 42 81 66
382 382 5.833333333333333 -1.0384615384615385 -3.0 42 81 66
383 383 5.7777777777777777 -1.0384615384615385 -3.0 41 80 65
384 384 5.7222222222222223 -1.0384615384615385 -3.0 38 76 64
385 385 5.6666666666666661 -1.0384615384615385 -3.0 43 80 70
386 386 5.6111111111111107 -1.0384615384615385 -3.0 44 81 71
387 387 5.5555555555555554 -1.0384615384615385 -3.0 39 76 66
388 388 5.5 -1.0384615384615385 -3.0 37 74 64
389 389 5.4444444444444446 -1.0384615384615385 -3.0 40 77 67
390 390 5.3888888888888884 -1.0384615384615385 -3.0 42 79 69
391 391 5.333333333333333 -1.0384615384615385 -3.0 42 79 69
392 392 5.2777777777777777 -1.0384615384615385 -3.0 42 79 69
393 393 5.2222222222222223 -1.0384615384615385 -3.0 43 80 70
394 394 5.166666666666667 -1.0384615384615385 -3.0 39 75 63
395 395 5.1111111111111116 -1.0384615384615385 -3.0 42 78 66
396 396 5.0555555555555554 -1.0384615384615385 -3.0 38 74 62
397 397 5.0 -1.0384615384615385 -3.0 39 75 63
398 398 4.9444444444444446 -1.0384615384615385 -3.0 41 77 63
399 399 4.8888888888888893 -1.0384615384615385 -3.0 36 72 58
400 400 4.833333333333333 -1.0384615384615385 -3.0 41 79 67
401 401 4.7777777777777777 -1.0384615384615385 -3.0 39 77 65
402 402 4.7222222222222223 -1.0384615384615385 -3.0 35 73 61
403 403 4.666666666666667 -1.0384615384615385 -3.0 37 75 63
404 404 4.6111111111111116 -1.0384615384615385 -3.0 35 73 61
405 405 4.5555555555555562 -1.0384615384615385 -3.0 31 69 57
406 406 4.5 -1.0384615384615385 -3.0 36 74 62
407 407 4.4444444444444446 -1.0384615384615385 -3.0 38 76 64
408 408 4.3888888888888893 -1.0384615384615385 -3.0 37 76 61
409 409 4.3333333333333339 -1.0384615384615385 -3.0 42 81 66
410 410 4.2777777777777786 -1.0384615384615385 -3.0 37 76 61
411 411 4.2222222222222232 -1.0384615384615385 -3.0 34 73 57
412 412 4.1666666666666661 -1.0384615384615385 -3.0 39 78 63
413 413 4.1111111111111107 -1.0384615384615385 -3.0 39 78 62
414 414 4.0555555555555554 -1.0384615384615385 -3.0 40 79 64
415 415 4.0 -1.0384615384615385 -3.0 43 82 67
416 416 3.9444444444444446 -1.0384615384615385 -3.0 47 83 69
417 417 3.8888888888888884 -1.0384615384615385 -3.0 42 78 64
418 418 3.833333333333333 -1.0384615384615385 -3.0 46 82 68
419 419 3.7777777777777777 -1.0384615384615385 -3.0 38 74 60
420 420 3.7222222222222223 -1.0384615384615385 -3.0 42 78 64
421 421 3.666666666666667 -1.0384615384615385 -3.0 43 79 65
422 422 3.6111111111111116 -1.0384615384615385 -3.0 44 79 65
423 423 3.5555555555555554 -1.0384615384615385 -3.0 42 77 63
424 424 3.5 -1.0384615384615385 -3.0 43 78 64
425 425 3.4444444444444446 -1.0384615384615385 -3.0 44 79 65
426 426 3.3888888888888893 -1.0384615384615385 -3.0 41 77 63
427 427 3.3333333333333339 -1.0384615384615385 -3.0 44 80 66
428 428 3.2777777777777768 -1.0384615384615385 -3.0 47 83 69
429 429 3.2222222222222214 -1.0384615384615385 -3.0 45 81 67
430 430 3.1666666666666661 -1.0384615384615385 -3.0 45 81 67
431 431 3.1111111111111107 -1.0384615384615385 -3.0 42 78 64
432 432 3.0555555555555554 -1.0384615384615385 -3.0 46 82 68
433 433 3.0 -1.0384615384615385 -3.0 49 85 71
434 434 2.9444444444444438 -1.0384615384615385 -3.0 49 85 71
435 435 2.8888888888888884 -1.0384615384615385 -3.0 52 88 74
436 436 2.833333333333333 -1.0384615384615385 -3.0 49 85 71
437 437 2.7777777777777777 -1.0384615384615385 -3.0 51 87 73
